comment,label_id
Shop gửi nhầm sz rùi ạ huhu 😭,0
Ốp bị xước nha shop,0
"Giá chát quá trời, shop khác rẻ hơn nhiều.",0
Ủa rồi sao ko thấy shop rep tin nhắn mình nữa vậy ạ?,0
Áo này làm mình hơi hụt hẫng á :((,0
Gói hàng lộn xộn nhìn chán ghê.,0
Ảnh shop đăng ko giống y chang cái máy mình nhận đc.,0
Chủ shop bán như vậy thì ship hàng cũng y vậy luôn hả.,0
Kém hài lòng ghê á.,0
"Huhu 175k bay màu mất hứng lun á. Sản phẩm thì ok r, mà màu đậm hơn hình xíu. Áo có mùi thuốc tẩy khét lẹt giặt mãi ko hết.",0
"Shop ơi, mình đặt màu xanh mà sao giao màu trắng vậy ạ?",0
Tay áo hơi ngắn so vs mong đợi ạ,0
"Hàng dỏm ghê á, vải xấu mà cái cổ áo còn bị lệch nữa, thất vọng lắm lun 🥲",0
"Shop chán thế, hàng dỏm dã man.",0
Chất lượng sản phẩm ko đc như mong đợi lắm.,0
"Hình ảnh thì ok rõ nét nha, mỗi tội mấy tấm có chữ bị lem màu xíu. Giấy cũng hơi mỏng, bé nhà mình chưa có răng mà cho vào miệng là rách nát liền.",0
Shop giao sai màu nên e ko giao hàng cho khách được ạ.,0
"Hàng nhận bị bể lun, ko xài dc gì hết trơn á.",0
Mình 53kg mặc vẫn bị rộng ý.,0
"Shop ơi, hàng e nhận bị lỗi may rùi, shop xem đổi lại cho e nha.",0
"Vải áo dày dặn, mịn màng, lên form chuẩn y hình lunnn, đẹp xuất sắc❤️.",0
"Shop gửi sai size ạ, mà sp thì đẹp, gói hàng okela.",0
Vải bị lỗi nha.,0
"Trời ơi, cái giá hơn 500k mà nhận lại cái áo ko bằng cái áo 200k mình mua trước đó lun á, thất vọng ghê.",0
Hàng còn đầy ắp từ trên xuống dưới luôn ạ.,0
Shop này đặt hàng cẩn thận nha mn.,0
"Hàng nhận ko giống ảnh, shop mô tả sai rùi ạ.",0
"Giao thiếu 2 cái bông rùi, shop ơi, còn 4 cái đúc thì ok, mà hơi hụt hẫng tí 😥",0
Chắc lần sau e ko dám đặt nữa đâu ạ.,0
Tay áo rộng quá trời đất luôn á!,0
Form này mặc ko xinh lắm.,0
"Chất vải okela, form lên dáng chuẩn đẹp luôn.",0
Son thì vặn lên ok mà vặn xuống thì chịu 🤣,0
Keo bị lem ra đầu giày lun á,0
"Áo vải mỏng dính, đường chỉ thì thưa thớt. May áo cái to cái nhỏ, mua 4 cái mà mặc dc có 2 cái, còn 2 cái kia thì bé tí, ko đúng size S luôn. 😤😤😤",0
"Áo len mỏng dính, chất vải thô, còn thừa sợi len tùm lum, sài gòn.",0
Áo lần này giao màu vàng khét chứ ko phải trắng như lần trước lun. Khách nào mua lần 2 chắc ko bao h quay lại đâu ạ. Nên làm ăn có tâm tí đi shop ơi.,0
"Shop giao sai màu rùi ạ, đặt trắng giao xám huhu 😭",0
"Gói hàng nhìn lộn xộn, ko đồng bộ tí nào, trông mất thiện cảm ghê.",0
Nắp chưa đc đều lắm ạ.,0
"Cái mấy cái móc để đeo túi á, thấy ko chắc chắn lắm, gài lỏng lẻo rùi cứ tuột ra hoài à.",0
Áo này k trắng lắm đâu nha.,0
"Cúc áo bị dúm dó, nhìn hơi kỳ.",0
Giày hơi bự so với size mình đi mọi khi ý.,0
"Vải hơi mỏng nha, với lại nhìn ko giống ảnh lắm đâu.",0
"Chặn cả tk lun, ko thèm đổi trả gì hết trơn.",0
"May mà đường chỉ hơi lỏng lẻo, nhìn như đồ chợ zậy đó 😥",0
"Màu ko giống hình lắm, tối hơn xíu ạ",0
"Sản phẩm nhận dc chất lượng tệ ghê, đúng là phí tiền mua.",0
"Kinh nghiệm mua hàng ở đây tồi tệ ghê, next lun ạ.",0
"Đặt 2 cái mà thanh toán 2 cái lun, mở ra có 1 cái, shop ơi?",0
"Ảnh đầu ok nè, mấy ảnh sau có màn led là của con AF2005 á.",0
"Hàng ok mà form hơi bé xíu, tui 56kg mặc hơi chật í.",0
"Hàng dỏm quá, chán ghê á 😥",0
"Ví mỏng hơn tui tưởng, với lại bên trong nhìn cũ cũ sao á.",0
Mua nhiều mà làm ăn chán ghê 🤦‍♀️,0
Đặt áo đen mà shop giao nhầm áo trắng lun á 😢,0
"Hàng nhận ok nha, giá này thì cũng ok đó, mà nhìn ngoài ko đc giống ảnh lắm.",0
"Eo ơi tạng người mẫm ú như mình mặc còn rộng vai tè le, mấy bồ mảnh khảnh thì chắc bơi lồn trong cái áo này luôn á :)))",0
Shop ơi lần sau gói hàng cẩn thận hơn xíu nha.,0
"Đúng cái đen trăng kẻ luôn, giao hàng nhanh rùi.",0
"Hơi bùn xíu vì nhận hàng ko phải xịn xò xiaomi như hình, tui xem review trên youtube rùi mới quyết định mua nè 😥",0
"Giặt xong thì hết mùi vải lun, mà bị lem tùm lum 🥲",0
Chất liệu sản phẩm hơi tệ ạ.,0
"Mua đồ tốn tiền chứ có phải đi xin xỏ gì đâu, thấy đồ đẹp thì muốn ủng hộ tiếp, nhưng mà lừa dối khách hàng như này thì lần sau next luôn.",0
Quần nhăn nhúm ko giống hình gì hết á shop ơi.,0
"Hàng giao hơi lâu nhưng vải mát vs đẹp, mà áo bị dơ xíu mn ạ.",0
"Hàng thì đểu, sản phẩm nhận về ko giống hình tí nào lunnn 😠",0
"Shop gói hàng ok, nhưng giày bị dơ chùi ko ra lun í.",0
"Chất vải mỏng dính, hình in trên áo hơi nhòe nhòe á",0
Chán ghê á trời 🥲,0
"Đóng gói như hạch vậy, đúng là vứt đi.",0
Hàng mình nhận hơi chậm nha shop :((,0
Size ko giống mô tả lun ạ,0
"Sản phẩm thì okela so với giá, nhưng mà hình sao ngoài đời nó khác ghê á shop ơi.",0
"Shop giao sai hàng rùi nè, đặt 2 bộ dài tay mà giao có 1 bộ dài 1 bộ cộc, bực ghê á!",0
Do lỗi của shop á.,0
"Ảnh shop nó bị lỗi hay sao ý, con thỏ mà giao con gấu lun 🤣",0
"Váy gì mà dáng xấu, vải thì mỏng dính, tệ ghê á 😭",0
"Quả ok đó, tui thấy cx bt lắmmm, ko phải loại dở đâu nha",0
"Vải thun mà, đâu phải sơ mi đâu bạn ơi.",0
Ko sd đc ạ.,0
"Nhận hàng hơi hụt hẫng xíu, hình in mờ mờ nên sợ giặt bay màu lun á 🥲",0
"Nhớ quay lại clip lúc mở hàng shoppe nha mng, có gì còn có bằng chứng mà bóc phốt shop cho lẹ.",0
"Váy mỏng dính, mặc nóng như nilon, chất lượng tệ lắm shop ơi 😠",0
Chat mãi ko thấy shop rep tin nhắn gì cả.,0
Shippp lâu ghê shop ơi :(,0
Sao máy xay trái cây lại giao thiếu cái rây vậy shop?,0
Sản phẩm lỗi nhiều quá shop ơi.,0
"Sản phẩm dỏm ghê, gói thì đẹp mà xài ko dc.",0
Vải dỏm ghê á shop ơi,0
Shop tư vấn ok lắm mà giao hàng sai mẫu rồi 🥲,0
"Túi này màu trắng xinh xỉu, kích cỡ vừa y, mình thích lắm nha.",0
Áo hơi dày với chất vải cx hơi cứng nha mn,0
Gội xong thấy tóc hơi khô xơ ý ạ.,0
"Chat với shop ko đc như mình mong đợi, mua 6 cái mà bị rách 1 cái, giao hàng còn nhầm nữa.",0
Xấu dã man lại còn mỏng dính à.,0
"Vải thun mỏng, bình thường thôi à",0
"Sản phẩm phai màu lẹ, hạn dùng ngắn mà giao hàng còn chậm nữa, ức chế ghê.",0
"Áo kiểu này rách te tua vậy, ko hiểu mặc sao cho đẹp luôn á.",0
"Shop giao sai, lại còn ko thèm kiểm tra hàng trc khi gửi nữa chứ, quần thì chật ních.",0
"Shop ơi giao sai rùi ạ, đặt áo nâng ngực mà giao cái áo này lun nè.",0
Sản phẩm này ok lắm á so với giá tiền bỏ ra.,0
Mua hụt r 😭,0
"Màu nhận dc ko giống hình lắm, hơi hụt hẫng.",0
"Shop làm ăn chán ghê, chả thấy ai nhiệt tình j cả.",0
"Vải hơi mỏng đó ạ, nhưng mà giao hàng nhanh okela.",0
Mặc hơi khó chịu xíu á shop ơi.,0
Hàng nhận ko giống ảnh web tí nào.,0
"Sản phẩm ok lắm nha, so với giá thì quá là hời luôn.",0
ib shop thì shop ko rep lun á,0
Giao lộn màu rùi ạ :((,0
"vải hơi xịn xò nha shop ơi, mà giá này thì ok rùi",0
"Shop gửi lộn hàng, e có gửi hàng bị lỗi lại rùi mà chưa thấy shop rep tin nhắn ạ!",0
Bạc với trong hình hơi khác bọt á shop,0
"Trời ơi, shop làm ăn chán ghê 😥",0
"Thái độ phục vụ làm mình hơi khó chịu, dù mình vốn là ng ng ta dễ tính ạ.",0
"Áo mỏng dính, màu cũ xì, mà lại còn có mùi keo nữa chứ, hôi dã man 😑.",0
Form khác hẳn lun á.,0
Bay màu rùi :(((,0
"Quần freesize mà chật qá, 43kg ko mặc vừa luôn ạ.",0
Chỉ may bị bung hết ra luôn ạ.,0
Váy bị rách rồi shop ơi.,0
Ship sai màu mình đặt lun á.,0
"Áo với quần màu trắng khác nhau nha shop ơi, với lại hàng nhận ko giống hình lắm, chất vải cx bình thường, hơi hụt hẫng xíu 😥",0
"Chai bé xíu có 2p à, ko đáng mua đâu nè.",0
"Lần này mua là hên xui thôi, lần sau thì chắc ko dám nữa.",0
"Áo vải dỏm ghê, chê luôn á.",0
Đã đo đi đo lại rùi mà sao vẫn hơi chật ta 😥,0
Áo bị phai màu ghê luôn á.,0
"Áo đẹp lắm lunnn, mà áo nam form nhỏ xíu à, mình 66kg mặc chật ních lun shop ko cho đổi trả gì hết, bán hàng kiểu này ko uy tín tí nào.",0
Màu hơi khác so vs ảnh ạ,0
Mùi hơi nồng nha.,0
Mắt mình tin bạn đó nha.,0
"Áo bị chật eo mà phần cúp ngực thì lại bè ra, ko ôm sát tí nào luônnn.",0
Hàng dỏm ghê á shop ơi.,0
Em thấy váy này có xẻ hai bên á.,0
Nên cải thiện cách phục vụ khách hàng lại nha shop ơi.,0
"Ảnh hok giống hình đăng tí nào, nhận hàng mà thất vọng ghê 😔",0
Áo bị co hết lun á.,0
Tui đặt màu vàng mà shop giao màu khác lunnn 😭,0
"Quần rộng ghê á, có nhỏ hơn ko ạ",0
"Shop gửi nhầm size rồi ạ, to quá mặc ko vừa lun 🥲",0
Ủa mùi hơi khó chịu shop ơi :))),0
"Shop giao thiếu hàng, nhắn tin thì chẳng thấy rep gì cả.",0
Ko nên mua nha.,0
"Mùi này hắc dã man, ko thơm chút nào luôn ý 😩",0
Hơi chán á 😞,0
"Hàng cx ok so vs giá á, mà tui ko ưng lắm 🐧",0
Áo mặc ko thoải mái tí nào 😥,0
"Quần màu sữa mà túi lại hồng nhìn hơi kì, form rộng dã man, chắc mua 2 cái về cắt lại thành quần lửng quá haha.",0
Thôi ngại gửi trả lại nên e giữ lun ạ.,0
Áo hơi chật ở phần bắp tay nha shop ơi,0
"Đèn này chỉ xài dc 12v thôi nha, sáng cũng tạm ổn, mà ko rọi xa dc như quảng cáo đâu. Gắn vô nó cứ chớp tắt hoài, ko sáng liền dc. Chất lượng vs giao hàng thì cũng okela.",0
Mua 2 đôi sz 36 mà giao có 1 đôi thôi vậy shop ơi.,0
Kinh khủng dã man ạ 😭,0
Quần này co dãn tốt ghê.,0
"Shop ơi, sản phẩm nhận dc ko giống hình lắm ạ !!!",0
Với giá này thì chất vải bộ này hơi chán.,0
Mùi nó hơi nồng nồng như sơn móng tay á.,0
Dài dã mannnn ý ạ 🤣,0
Chốt đơn xong giao 2 cái màu đen lun ạ.,0
"Hết hàng ko báo trước tự ý đổi sp, đặt đồ 70kg cho mặc rộng mà shop giao bộ 60kg, tui 46kg mặc vừa xít vs hơi chật nách lun á.",0
"Shop gói hàng sơ sài ghê, mà sp thì xài cũng tạm thôi à.",0
Nhưng mà kem chống nắng cũ dùng bthg hơn ạ 😞,0
Loa tai nghe nghe chán ghê á.,0
Giao sai mẫu áo rùi ạ,0
Đỉnh của chóp!,0
"Hàng ko giống ảnh tí nào, ngoài đời xấu hơn trên hình lun á.",0
"Áo này chiều ngang tầm 2 gang rưỡi, mình 1m58 42kg mặc hơi rộng á, suýt nữa thì rộng quá trời.",0
Form quần hơi bị rộng ý.,0
"Sản phẩm dỏm quá trời, ai ơi đừng ghé shop này mua gì hết nha :(((",0
Giao lâu qué à 😭,0
Váy này mỏng dính luôn á.,0
Áo có vài đốm bẩn nhỏ xíu à shop ơi.,0
Nhìn hơi dừ.,0
"Sách hơi mờ, ko giống cuốn bạn mình mua ở tiệm sách lun ạ.",0
Hộp bên ngoài bị móp méo lúc vận chuyển lun á 😭,0
"Giày gửi k mang đc Tệ.
-> Giày giao tới mang ko vừa lun, tệ ghê.",0
Ib mãi shop bận chưa đổi đc ạ :(,0
"Tầm 10 phút mới có mã lun ạ, mà đặt xong ko thấy đơn đâu cứ tưởng lỗi nên đặt lại hai lần luôn á.",0
"Váy ở ngoài nhìn ko đc xinh như ảnh đâu, nhận hàng ko giống hình lắm ạ.",0
"Quần jeans tui đặt màu xám mà shop giao màu khác, nhìn xấu dã man, khác hẳn hình trên mạng luôn á.",0
"Mua xong thấy hối hận ghê á, đồ dỏm ghê luôn, bán hàng mà như ko bán vậy đó 😭😭😭",0
Hết hàng rồi ạ 😥,0
"Mỏng dính à, mặc vào cứ như không mặc ấy.",0
"Form to, 60kg 1m59 mà mặc XXL vẫn chật rì ý, ko thoải mái tí nào.",0
"Vải mỏng dính, nhìn xuyên thấu luôn á.",0
Thái độ nhân viên hơi tệ nha mọi người ơi,0
"áo mỏng dính, đúng giá tiền luôn á",0
Đóng gói sơ sài quá ạ,0
"Ủa mn ơi, đường chỉ bị bung ra lun nè. Về tới nhà sữa cũng ko còn giọt nào lun á. Đóng gói thì tạm ổn thôi nha.",0
Chỉ có 1 cái sạc thôi à :((.,0
Hàng ko đc như mong đợi lắm ạ,0
"Ok nha, tay hơi bị ngắn tí xíu.",0
"Áo thì okela nhưng shop làm ăn ẩu quá, dặn tin nhắn đặt 2 áo màu khác mà giao y chang 1 màu thì đúng là bó tay luôn á.",0
"Sai rùi ạ, ko như em mong đợi.",0
Ko thích lắm,0
"Màu kem nha mọi người, ko phải trắng tinh như hình đâu ạ.",0
Nói chung là mua về chỉ để trang trí thôi ấy.,0
"Shop ơi, gói hàng bị dơ với móp méo quá ạ.",0
"Máy hút bụi chạy chập chờn, cứ hút tí lại bị sặc nước rồi phải hút lại từ đầu.",0
"Mọi người ơi, đừng ai dại dột mua hàng ở shop này nha.",0
Chất vải áo nhận về k giống ảnh lắm shop ơi.,0
Nút tắt bị lỗi ko dùng dc ạ,0
Vải hơi nóng nha mn,0
Mặc lên ko hợp tí nào luôn.,0
Form quần hơi nhỏ nha mn,0
"Áo len mỏng dính, sợi len thô mà còn thừa tùm lum. Chất lượng chán ghê 👎",0
"Hàng dỏm mà đòi chém giá cao, bó tay.",0
Sai hình rùi ạ,0
"Vải hơi mỏng xíu, màu be sáng quá nên bị lộ chân to lun á 🥲",0
"Giao lộn màu, lộn size, alo mấy ngày thì kêu mua lại rùi im luôn, lớn rùi mà làm ăn kỳ cục ghê!",0
"Shop làm ăn kiểu gì vậy, bán xong là hết trách nhiệm hả?",0
400k mà thế này thì hơi chát á.,0
Nhưng nhiều chỗ hơi thừa chỉ á,0
Quần bị ra màu nha mn ơi.,0
Chất vải với form áo ko đc xinh lắm ạ,0
Đặt be mà giao màu cà phê sữa lun á.,0
Áo cổ thuyền đặt mà giao cổ tròn lun shop ưi.,0
"Đặt quần jean sz M mà giao cho bộ đồ đen làm dẻ lau, đúng là lừa đảo ship ạ.",0
"Tui 55kg mặc còn chật mà, có mấy chục cân thôi mà bó eo luôn á. Giờ sao ta, lỡ mua rùi!",0
"Hix, nhưng mà dưỡng da dạo này thấy k hợp lắm nên...",0
buồn ghê á 😞,0
Giao hàng sai màu mình đặt lun á.,0
Tự nhiên tui có lm j đâu mà bị chửi zậy trời?,0
"Hàng nhận dc mà tệ quá trời lun, đóng gói thì sơ sài, shop thì chăm sóc khách hàng chậm như rùa, giao hàng thì đợi mòn mỏi 😭😭😭",0
"Ủa alo, vì mấy cái review 5 sao mà tui bị lừa tình 😔",0
"Giấy mỏng dính, sờ vào cứ bt sao ấy.",0
Vải này dễ bị bai lắm nha.,0
Tức điên ng ng.,0
Áo form rộng xinh mà mặc hơi bí ạ 🥲,0
"Áo này phần bụng may thẳng đuột, ko có bo chun nên mặc hay bị tụt lắm dù kéo sát vào người rùi ạ.",0
"Dép thì ok đó, mà shop giao thiếu với giao nhầm mấy món mình hong có đặt lun á.",0
Dịch vụ chán quá trời 🥲,0
"Giày hơi bị nhỏ mn ạ, mang hơi cấn chân.",0
"Vải dỏm, lớp lót trong bị cắt ngắn cũn hà, khác hẳn hình mẫu luôn á.",0
Túi bé hơn tui tưởng tượng xíu.,0
"Số dt 0913835125 - Hàng dỏm, xài ko dc gì hết trơn á.",0
Giao hàng ko đúng ý tui.,0
"Dịch vụ kém, tv đổ lỗi cho khách. Ai bán hàng mà chả thế, có ai nhận sai đâu ạ.",0
"Lâu vãi chưởng, mua trong tỉnh mà nó ship cho tận 1 tuần mới nhận đc ạ 😭",0
"Hàng xấu dã man, mua về ko mặc dc gì vì rộng quá, chắc phải cho ngừi mập mới vừa 🤣",0
Đường chỉ bị lỗi rùi ạ,0
"Áo hơi mỏng nha mng, mặc mát lắm",0
Bung hết ra đi ạ.,0
Vải dở ghê á.,0
Túi mỏng dính à :(,0
Hàng ok nha mng ơiii,0
Đặt sz 43 mà giao 1 cái 43 1 cái 42 lun á shop ơi.,0
"Mua đồ của shop lần này chán thật sự, lần trước mua 2 cái áo cổ rộng quá mặc ko vừa, lần này thì giao thiếu hàng mà áo còn bị bẩn nữa, nhìn ko giống hình tí nào, thái độ phục vụ cũng chán luôn.",0
Hàng tệ ghê á shop ơi,0
Hàng giao lâu ghê á shop ơiii 🥲,0
"Đèn này chỉ xài điện 12v thôi nha mn, sáng thì cũng okela, mà ko đc sáng xa như qc đâu. Gắn vô bị chớp tắt hoài à, chứ ko sáng liên tục như mong đợi. Chất lượng tạm ổn, giao hàng cũng nhanh oke.",0
Vải cũng okela đó ạ.,0
Bịch bỉm nhận về bị xé 1 tí ngay chỗ open luôn á.,0
"Ui shop ơi, lại phải tốn xiền mua thêm cái áo mới nữa rùi 😭",0
Hàng đểu qá trời quất lun ạ,0
"Áo trắng hơi mỏng nha mn, mặc mát lắm á.",0
Áo xinh xỉu mà form hơi bự so với mình nên hơi hụt hẫng xíu.,0
"Quần thì chật quá shop ơi, mình đã báo cân nặng rùi mà :(",0
"Shop gói hàng lỏng lẻo, đồ thì cx tạm đc, mà giao hàng thì lâu dã man lun á 😭",0
"Vải mỏng dính, chất lượng tệ ghê.",0
Vải đầm nhận về khác với mẫu shop đăng quá trời luôn á.,0
Chất lượng sp tạm đc nhưng shop giao sai mẫu rùi ạ 😞,0
Áo nhận bị lỗi lun á shop ơiii 😞,0
Shop giao sai hàng rùi ạ 😔,0
"Đi mưa mà vẫn ướt nhẹp, dây buộc lỏng lẻo k bó đc chân lun.",0
Shop làm ăn chán ghê á,0
Shop giao sai mẫu rùi ạ,0
Ơ sao shop gửi lộn màu cho tui rùi ạ? Tui đặt quần đỏ ớt mà shop giao áo đỏ đô là sao ta?,0
"Ui trời, cái đường may nó tuột lun rùi, mặc có lần nào đâu huhu 😭",0
"Đóng gói xịn xò ghê, nhìn là biết chắc chắn rùi, quá đáng tiền luôn á",0
"Shop ơi áo bị thâm kim vs dính mực mấy chỗ lun, giao hàng thì lâu dã man, chất lượng tệ quá trời tệ lun ạ.",0
Hàng giao mỏng dính à shop ơi,0
Áo hơi bị lùn so với mình lun á.,0
"Mua hàng mà thấy mình bị hớ kiểu j ấy, ức ghê!",0
"Sản phẩm chỉ có mỗi cái dây thôi ạ, đâu cắm đâu ạ?",0
Nhìn hơi dừ xíu.,0
"Form rộng lắm nha, ai cao với trên 45kg mặc mới đẹp đó",0
Chỉ may bị bung ra.,0
"Hàng ok nha mn nhưng mà thái độ shop chán vãi, hỏi j cũng méo thèm tl đúng, cứ trả lời cụt lủn, hỏi dài vầy mà tl 1 dòng, có mấy câu cx ko thèm xl lun ạ.",0
"Áo màu trắng mà như ko trắng ấy, còn bị lem mực xanh nữa nhìn xấu hãm lun, với lại có mùi hôi khó chịu ghê.",0
Phải đi sửa lại cái đường chỉ rùi ạ.,0
"Hàng dỏm, gói hàng cũng dỏm, shop thì phục vụ như hạch. Ko đáng tiền tí nào.",0
"Chữ viết hơi mờ, mà mùi hàng cũng hơi ghê.",0
"Shop giao sai màu mình chọn lun ạ, bùn ghê 😔",0
"Eo ui chân váy sz D mà mặc cứ bị lỏng, trong khi bt tui mặc sz S thì hơi bị chật đó ạ.",0
"Mua về bị chật lun, số đo shop ghi sai rùi ạ.",0
"Hàng dỏm ghê á, thất vọng lắm lun.",0
"Đồ thì ok lắm mà thái độ nhân viên chán ghê, hỏi gì cũng trả lời lạc đề, hỏi 10 thì trả lời 2, nhắn dài mà trả lời ngắn ngủn, chả thèm xin lỗi câu nào.",0
"Shop làm ăn như l*n, gửi áo bị vá 2 lỗ bằng 2 lá cờ Anh, áo còn ẩm ướt mang đi giặt rùi mới gửi cho khách, thất vọng ghê.",0
Mua phí tiền ghê 😥,0
"Váy mỏng dính, mặc nóng như nilong, chất lượng sp tệ ghê á.",0
Áo nhận về màu hơi khác so vs ảnh xíu ạ,0
"Hàng đặt 1 kiểu mà giao 1 kiểu, hơi bực mình nha.",0
"Hàng dỏm ghê á shop, mới nhận mà card đã hư, đóng gói cẩu thả quá làm bể cả thùng máy tính lun 😭",0
Áo hơi rộng mn ạ.,0
Sao ko giao hàng zậy shop ơi.,0
Đồ này giặt ra màu ghê á.,0
Shop giao nhầm mùi rồi ạ.,0
Xe nhỏ hơn tui tưởng với ạ.,0
"Shop ơi, cái này mặc ko có vừa ý mình lắm, mình gửi lại rùi shop gửi lại cho mình cái khác nha.",0
Chán ghê á.,0
Chưa biết màu gì lun á...,0
chán ghê á,0
"Lần thứ 2 quay lại ủng hộ shop nè, ok lắm ạ.",0
Tệ dã man ạ,0
"Shop rep tin nhanh, mà hàng nhận ko giống hình, còn dư vải chưa cắt.",0
"Chữ in trên áo bị lem lem, nói chung là tiền nào của nấy thui ạ.",0
Áo hơi bị chật xíu mn ạ.,0
"Dịch vụ chưa ok lắm, hơi thất vọng ạ.",0
Áo này mặc lên kiểu j mà nó ngắn hơn gang tay zị shop ơiii 🥲,0
Cái vụ size thì trên sản phẩm ko có mà bắt chọn làm j z trời???,0
"Quần ống to ống nhỏ, có cái dài cái ngắn, lộn xộn ghê 🫠",0
"Trời ơi, sao lại xử sự vô văn hóa thế nhỉ?",0
"Shop ơi, e đặt 3 áo, màu thì đúng hết rùi nha, mà có 2 áo thì size với vải khác, còn 1 áo thì size lớn hơn nữa nè. 😭",0
"Hàng dỏm, xài ko dc như hình đăng bán lun á.",0
"Shop làm ăn ko ra gì, mất uy tín quá.",0
"Phí ship cao quá, mua xong thấy hối hận thật sự, dm shop.",0
"Sản phẩm thì dỏm mà shop còn ch serving chán nữa. Tiền thì nói hoàn lại mà im re lun á, quá phí tiền mua lun.",0
Áo này mặc lên ko giống ảnh tí nào.,0
Form rộng quá bạn ơi,0
Shop giao nhầm 2 miếng lót cho chân phải rồi ạ.,0
"Áo bị loang màu nè shop, lúc nhận ko để ý giờ mới thấy, shop gửi hàng lỗi cho khách lun á?",0
Hàng nhận ko giống hình đâu ạ.,0
"Chất vải thì ổn rùi mà tui đặt màu đen shop lại giao màu đỏ, hơi hụt hẫng xíu :(",0
Chưa ngọt lắm.,0
"Màu dơ dơ, ko giống ảnh xíu nào lun ý 😭",0
Lại phải mang đi giặt nữa rùi 🙄,0
"Eo ơi, tui 1m55 mặc lên tới nửa bắp chân lận nè :))",0
Chat mãi ko thấy rep gì cả 😥,0
Son hơi nặng môi nha mng,0
"Cũng đc, đi đau chân lắm luôn.",0
Vải hơi bí á mn,0
"Vải hơi nóng nha, mặc hơi bí xíu.",0
Nói chung là nhìn ngoài đời xấu hơn trong ảnh nhiều ý.,0
Sản phẩm hơi tệ.,0
"Sản phẩm xịn xò lắm, đáng từng đồng luôn ạ, lần sau sẽ ủng hộ tiếp.",0
"Đóng gói sơ sài quá, ghi tặng kèm mà chả thấy cái kẹp dây sạc đâu hết trơn á.",0
Bộ xanh với bộ hồng khác nhau nha mom ạ,0
Chưa xài nên chưa biết sao 🤣,0
"Tui đặt quần mà shop giao nhầm cái khác mà cái này mặc cũng okela, vải co dãn vs dày dặn lắm.",0
Trồng khó ghê bạn ơi.,0
"Mình cao mà ng cũng hơi nhỏ nhx mặc vẫn hơi chật, ai mà to hơn chắc ko thở nổi lun á :3",0
"Shop ơi cho hỏi cái này là hàng tồn kho cũ hay sao mà nhìn cũ cũ vậy shop, với lại nguồn hàng ko phải chính hãng đúng ko ạ, vs lại ko có dây AV đi kèm ạ?",0
Cho mấy bạn chân bé nha.,0
"Quần giao sai mẫu rùi á shop, hai bên sọc dọc bị lệch nhau nè.",0
